manufacturer,model,impedance_ohm,fs_hz,qts,qes,qms,vas_l,re_ohm,le_mh,sd_cm2,mms_g,mmd_g,cms_mm_per_n,rms_ns_per_m,bl_tm,xmax_mm,xmech_mm,vd_cm3,linear_travel_pp_mm,max_travel_pp_mm,xlin_mm,eta0_percent,ebp_hz,sensitivity_db,power_rms_w,power_handling_w,nominal_diameter_in,qa_as_printed,sensitivity_1w_1m_db,sensitivity_2v83_1m_db,le_frequency_hz,nominal_diameter_mm,overall_diameter_mm,overall_width_mm,overall_height_mm,overall_depth_mm,mounting_depth_mm,cutout_diameter_mm,bolt_circle_diameter_mm,mounting_hole_diameter_mm,mounting_hole_count,flange_thickness_mm,magnet_diameter_mm,magnet_depth_mm,voice_coil_diameter_mm,voice_coil_height_mm,voice_coil_former_height_mm,gap_height_mm,effective_diaphragm_diameter_mm,cone_dome_diameter_mm,ribbon_dimension_1_mm,ribbon_dimension_2_mm,overall_dimension_1_mm,overall_dimension_2_mm,overall_dimension_3_mm,cutout_dimension_1_mm,cutout_dimension_2_mm,tweeter_voice_coil_diameter_mm,tweeter_voice_coil_height_mm,tweeter_gap_height_mm,krm_microohm,erm,kxm_mh,exm,power_peak_w,frequency_min_hz,frequency_max_hz,crossover_frequency_hz,crossover_slope_db_per_oct,power_continuous_iec268_5_w,power_test_highpass_hz,power_test_highpass_slope_db_per_oct,net_weight_kg,magnet_weight_g,sensitivity_tolerance_db
Scan-Speak,18WU/8747T00,8,36,0.38,0.43,3.72,36.2,5.8,0.6,154,18,,1.1,1.1,7.4,9,16,,,,,,,85.5,70,80,,,,85.5,,180,184,,,97.3,,158,,,,,,4,42,8,,20,140,,,,184,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,21W/8555-10,8,20,0.31,0.33,4.5,134,5.5,0.4,220,32,,1.98,0.89,8.2,6.5,12,,,,,,,87,100,100,,,,87,,,222,,,87,,194,,,,,,,42,19,,6,167,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,21WE/4542T00,4,38,0.28,0.3,5.43,54,3.4,0.1,233,25,,0.7,1.1,8.2,7.2,12,,,,,,,93.5,50,100,,,,93.5,,210,222,,,107.7,,201,,,,,,40,,19.5,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,21WE/8542T00,8,36,0.38,0.4,6.33,54,6.3,0.2,233,28,,0.7,1,10,7.7,12,,,,,,,91,50,100,,,,91,,210,222,,,107.7,,201,,,,,,40,,19.5,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,22W/4534G00,4,30,0.34,0.37,3.7,95,3,0.33,235,23.7,,1.23,1.19,6,5.7,12,,,,,,,92.5,70,120,,,,92.5,,220,225,,,84.5,,185,,,,,,,38,17.3,,6,173,,,,225,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,22W/4851T00,4,21,0.22,0.23,5.2,126,3.7,0.3,220,32.5,,1.85,0.81,8.2,9,14,,,,,,,89,80,170,,,,89,,220,222,,,111,,194.1,,,,,,,50,24,,6,167,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,22W/8851T00,8,21,0.25,0.26,5.1,126,6.2,0.35,220,31,,1.85,0.8,9.9,9,14,,,,,,,88,170,170,,,,88,,220,222,,,111,,194.1,,,,,,54.5,50,24,,6,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,22W/8857T00,8,23,0.3,0.32,4.9,87.7,6.2,0.35,220,37,,1.29,1.09,10.1,9,14,,,,,,,86,80,90,,,,86,,220,222,,,111,,194.1,,,,,,54.5,50,24,,6,167,,,,222,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,22W8534G00,8,30,0.39,0.43,4.14,94.2,5.9,0.56,235,23.1,,1.22,1.05,7.8,5.8,12,,,,,,,88.8,70,120,,,,88.8,,220,225,,,84.5,,185,,,,,,,38,17.5,,6,,,,,225,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,23W/4557T00,4,21,0.47,0.52,4.8,45,3.45,0.45,232,101,,0.6,2.71,9.3,13,20,,,,,,,82,225,225,,,,82,,228.6,255,,,141.1,,,,,,,,,50,34,,8,172,,,,240,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,23W/4557T02,4,21,0.47,0.52,4.8,45,3.45,0.45,232,101,,0.6,2.71,9.3,13,20,,,,,,,82,225,,,,,82,,,255,,,,,,,,,,,,50,34,,8,172,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,25W/8565-00,8,20,0.41,0.44,5.4,225,5.5,0.4,330,43,,1.47,1,8.2,6.5,12,,,,,,,88,100,,,,,88,,,255,,,,,,,,,,,,42,19,,6,205,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/4534G00,4,23,0.36,0.37,9.57,156,3.8,0.7,350,52,,0.92,0.8,8.8,6,12,,,,,,,90.5,90,175,,,,90.5,,260,272,,,106,,231,,,,,,41.3,38,18,,6,211,,,,272,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/4558T00,4,21,0.31,0.33,5.56,94.9,2.6,0.83,352,105,,0.55,2.49,10.5,12.5,28,,,,,,,88,150,350,,,,88,,260,270,,,135.15,,240,,,,,,,51,33,,8,212,,,,270,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/4558T06,4,21,0.31,0.33,5.56,94.9,2.6,0.83,352,105,,0.55,2.49,10.5,12.5,28,,,,,,,88,150,,,,,88,,260,270,,,,,,,,,,,,51,33,,8,212,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/8534G00,8,23,0.4,0.42,9.12,150,5.7,0.96,350,50.5,,0.95,0.8,10.1,6,12,,,,,,,89,80,150,,,,89,,,272,,,100.4,,,,,,,,,38,18,,6,211,,,,272,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/8861T00,8,19,0.31,0.33,5.2,231,6.2,0.35,320,43.5,,1.61,1,9.9,9,14,,,,,,,88.5,80,170,,,,88.5,,260,260,,,124.7,,228.1,,,,,,,50,24,,6,202,,,,260,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W/8867T00,8,19,0.29,0.31,4.5,176,5.8,0.4,320,57,,1.23,1.51,11.2,9,14,,,,,,,87,80,170,,,,87,,260,260,,,124.7,,228.1,,,,,,,50,24,,6,202,,,,260,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,26W4867T00,4,18,0.29,0.31,5.8,220,3.7,0.25,320,51,,1.53,0.99,8.3,9,14,,,,,,,89,80,,,,,89,,260,260,,,,,,,,,,,,50,24,,6,202,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,28W/4878T-01,4,23,0.26,0.27,6.21,104,3.1,0.5,363,86,,0.56,,12,28,,,,,,,,91,,500,,,,,,280,,,,139.6,,255.5,,,,,,62.2,75,22,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,28W/4878T00,4,18,0.3,0.32,5.6,127,3.1,0.5,363,114.5,,0.68,2.3,11.2,14,26,,,,14,,,88.2,200,,,,,88.2,,280,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,28W/4878T00,4,18,0.3,0.32,5.6,127,3.1,0.5,363,114.5,,0.68,2.3,11.2,14,26,,,,,,,88.2,,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,30W/4558T00,4,17,0.32,0.34,5.01,197,2.6,0.83,466,135,,0.65,2.88,10.5,12.5,28,,,,,,,89,150,350,,,,89,,,308,,,144.3,,280,,,8,,,,51,33,,8,244,,,,308,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,30W/4558T06,4,17,0.32,0.34,5.01,197,2.6,0.83,466,135,,0.65,2.88,10.5,12.5,28,,,,,,,89,150,,,,,89,,300,308,,,,,,,,,,,,51,33,,8,244,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,32W/4878T00,4,18,0.32,0.33,7,203.9,3.1,0.5,526,150,,0.52,2.42,12.5,14,28,,,,14,,,90,200,,,,,90,,,320,,,,,290.068,,,,,,,75,36,,8,260,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,32W/4878T01,4,23,0.28,0.3,6,170,3.1,0.3,531,112,,0.43,2.7,13,7,28,,,,,,,92,,800,,,,,,320,,,,151.6,,290.5,,,,,,62.2,75,22,,8,,,,,320,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,32W/4878T05,4,17,0.32,0.33,7,180,3.1,0.5,526,165,,0.52,2.42,12.5,14,28,,,,,,,89,,,,,,89,,320,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,32W/8878T01,8,19.1,0.33,0.35,5.69,234,6.1,0.68,526,114.8,,0.6,2.4,15.6,7.5,28,,,,,,,89,350,350,,,,89,,320,320,,,160.7,,290.5,,,,,,62.2,75,23,,8,,,,,320,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,38WE/8582T00,8,26,0.24,0.26,3.78,423,6.4,0.8,825,85.5,,0.44,3.7,18.7,10.2,,,,,,,,95,350,,,,,95,,380,380,,,169,,354,,5.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,5F/8422T-01,8,93,0.61,0.69,5.17,0.5,6,0.07,15.2,1.86,,1.58,0.21,3.07,2,5,,,,,,,80,10,20,,,,,,,67,,,32.8,,53.594,,,,,,12,26,6,,2,,,,,67,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2004/602000,4,600,1.07,1.42,4.42,0.01,2.8,0.02,4.5,0.22,,0.32,0.2,1.3,0.4,1.6,,,,,,,88.4,50,120,,,,88.4,,,56,,,29.3,,,,,,,,4,19,1.8,,2.5,20,,,,55.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2008,8,650,0.57,0.81,1.9,0.01,5.7,0.08,3.8,0.2,,0.3,0.43,2.4,0.8,1.2,,,,,,,89,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2008/8511,8,650,0.57,0.81,1.9,0.01,5.7,0.08,3.8,0.2,,0.3,0.43,2.4,0.8,1.2,,,,,,,89,90,,,,,89,,,92,,,,,70,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2008/8512,8,800,0.63,1.24,1.26,0.01,5.7,0.08,3.8,0.25,,0.16,1,2.4,0.7,1.2,,,,,,,88,90,,,,,88,,,92,,,,,70,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2010,8,800,0.63,1.24,1.26,0.01,5.7,0.08,3.8,0.25,,0.16,1,2.4,0.7,1.2,,,,,,,88,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2010/8511,8,650,0.57,0.81,1.9,0.01,5.7,0.08,3.8,0.2,,0.3,0.43,2.4,0.8,1.2,,,,,,,89,90,,,,,89,,,98,,,,,70,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2010/8513,8,800,0.63,1.24,1.26,0.01,5.7,0.08,3.8,0.25,,0.16,1,2.4,0.7,1.2,,,,,,,88,90,,,,,88,,,98,,,,,70,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2010/852100,8,550,0.49,0.71,1.61,0.01,5.9,0.08,3.8,0.2,,0.42,0.43,2.4,0.5,1.2,,,,,,,89,90,150,,,,89,,19,98,,,39.8,,68,,,,,,,19.4,2.9,,1.9,22,,,,97.7,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2104/7120-00,4,500,0.4,0.48,2.3,0.01,2.8,0.02,4.5,0.22,,0.46,0.3,2,0.5,1.5,,,,,,,92,50,,,,,92,,19,92,,,,,70,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2604/830000,4,630,0.79,1.02,3.46,0.01,2.8,0.04,8,0.42,,0.15,0.48,2.2,0.3,1.6,,,,,,,92.1,100,100,,,,92.1,,26,,,,,,,,,,,,,26,2,,2.5,26,26,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2604/833000,4,475,0.55,0.71,2.55,0.02,2.8,0.04,8,0.42,,0.27,0.49,2.2,0.3,1.6,,,,,,,93,100,,,,,93,,26,104,,,,,72,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2606/920000,6,1100,0.84,1.31,2.36,0.01,4.6,0.04,7.1,0.3,,0.07,0.88,2.7,0.2,,,,,,,,91.4,100,,,,,91.4,,26,104,,,,,72,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2606/922000,6,850,0.57,1.07,1.22,0.01,4.6,0.04,7.1,0.33,,0.11,1.44,2.8,0.2,1.6,,,,,,,91.4,100,100,,,,,,26,104,,,38.9,,72,,,,,,,26,1.6,,2,27,,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2608,8,700,0.29,0.65,0.51,0.02,5.6,0.04,7,0.18,,0.29,1.54,2.6,0.5,,,,,,,,91.3,,,,,,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2608/913000,8,700,0.29,0.65,0.51,0.02,5.6,0.04,7,0.18,,0.29,1.54,2.6,0.5,,,,,,,,91.3,80,80,,,,91.3,,26,104,,,36.7,,72,,,,,,,26,1.5,,2.5,26,25,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2904/710002,4,520,0.44,0.5,3.5,0.02,3,0.01,7,0.4,,0.23,0.37,2.8,0.2,1.6,,,,,,,94.4,90,,,,,94.4,,26,104,,,,,70,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2904/710003,4,520,0.44,0.5,3.5,0.02,3,0.01,7,0.4,,0.23,0.37,2.8,0.2,1.6,,,,,,,94.4,90,150,,,,94.4,,26,,,,,,70,,,,,,,26,2.4,,2.5,26,,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2904/980000,4,500,0.66,0.84,3.09,0.02,3.5,0.01,8.5,0.6,,0.2,0.61,2.8,0.1,1.5,,,,,,,88,160,160,,,,88,,28,104,,,46,,,,,,,,,28,2.5,,2.5,33,,,,104.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2905,6,650,0.41,0.72,0.94,0.01,4.7,0.07,8.5,0.45,,0.13,1.96,3.5,0.4,1.5,,,,,,,90,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,d2905_9900,6,500,0.63,0.72,4.83,0.02,4.7,0.01,8.5,0.45,,0.23,,3.5,1.5,,,,,,,,91,,430,,,,,,,,,,54,,73.5,,,,,,,28,3.3,,2.5,,,,,130,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2905-950000,6,550,0.38,0.6,1.04,0.02,4.7,0.07,8.5,0.45,,0.19,1.5,3.5,0.4,1.5,,,,,,,90,150,150,,,,90,,28,104.5,,,44,,,,,,,,,28,3.3,,2.5,28,,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2905-970000,6,500,0.47,0.54,3.45,0.02,4.7,0.01,8.5,0.45,,0.23,0.41,3.5,0.4,1.5,,,,,,,89.5,225,460,,,,89.5,,28,104.5,,,44,,,,,,,,,28,3.3,,2.5,28,,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2905/930000,6,650,0.41,0.72,0.94,0.01,4.7,0.07,8.5,0.45,,0.13,1.96,3.5,0.4,1.5,,,,,,,90,150,150,,,,90,,28,,,,44,,,,,,,,,28,3.3,,2.5,28,,,,104.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2905/990000,6,500,0.63,0.72,4.83,0.02,4.7,0.01,8.5,0.45,,0.23,0.29,3.5,0.4,1.5,,,,,,,91,225,,,,,91,,28,130,,,,,95,,,,,,,,,,,28,25,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2908/714000,8,534,0.47,0.5,7.3,0.02,5.7,0.02,7,0.33,,0.26,0.15,3.6,0.2,1.6,,,,,,,92,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D2908/716000,8,534,0.47,0.5,7.3,0.02,5.7,0.02,3,0.33,,0.26,,3.6,1.6,,,,,,,,92,,160,,,,,,26,,,,33.5,,90,,,,,,,26,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004,4,700,1.15,1.6,4.15,0.01,3,0.02,7,0.35,,0.15,0.4,1.7,0.2,1.6,,,,,,,89.2,,,,,,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,d3004_604005,4,715,0.69,1,2.25,0.01,2.9,0.03,7,0.35,,0.11,0.89,2.4,0.25,1.6,,,,,,,92,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004-602010,4,425,0.7,0.97,2.5,0.03,3,0.02,7,0.35,,0.4,0.4,1.7,0.2,1.6,,,,,,,89.6,50,50,,,,89.6,,,62,,,55.4,,,,,,,,4,26,2.1,,2.5,26,,,,62,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004-660000,4,470,0.49,0.59,3,0.02,3,0.03,7,0.35,,0.33,0.3,2.3,0.2,1.6,,,,,,,91.5,90,150,,,,91.5,,26,104,,,23,,,,,,,,,26,2.1,,2.5,26,25,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004-664000,4,500,0.54,0.62,3.79,0.02,3,0.03,7,0.35,,0.29,0.29,2.3,0.2,1.6,,,,,,,91.5,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004/602000,4,700,1.15,1.6,4.15,0.01,3,0.02,7,0.35,,0.15,0.4,1.7,0.2,1.6,,,,,,,89.2,50,,,,,89.2,,,62,,,,,50,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004/602006,4,700,1.15,1.6,4.15,0.01,3,0.02,7,0.35,,0.15,0.4,1.7,0.2,1.6,,,,,,,89,50,,,,,89,,26,62,,,,,50,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004/604000,4,750,1.41,2.18,4.02,0.01,2.85,0.03,7,0.24,,0.19,0.28,1.2,0.2,1.6,,,,,,,90.9,,,,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004/662000,4,500,0.54,0.62,3.79,0.02,3,0.03,7,0.35,,0.29,0.29,2.3,0.2,1.6,,,,,,,91.5,90,150,,,,91.5,,26,104,,,30,,,,,,,,4,26,2.1,,2.5,26,,,,104.25,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3004/6660-00,4,470,0.51,0.59,3.61,0.02,3.5,0.03,7,0.355,,0.323,,2.3,1.6,,,,,,,,91.5,,90,,,,,,26,104,,,28,,,,,,,,,26,,,,,26,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,d3404_5520-00,4,475,0.57,0.63,5.25,0.04,3,0.01,11.4,0.57,,0.2,0.32,2.8,0.25,2,,,,,,,97,180,300,,,,97,,28,120,,,28.5,,94,,,,,,,,2.5,,3,,,,,120,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D3806/820000,6,450,0.48,1,0.93,0.04,5.7,0.04,14,0.8,,0.16,2.44,3.6,0.4,1,,,,,,,89,100,,,,,89,,,125,,,,,98,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D7608/920000,8,300,1.73,2.22,7.75,0.36,5.7,0.13,55,3.3,,0.09,0.8,4.7,0.4,1.5,,,,,,,92,80,,,,,92,,76,112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D7608/920010,8,300,1.73,2.22,7.75,0.36,5.7,0.13,55,3.3,,0.09,0.8,4.7,0.4,1.5,,,,,,,92,80,80,,,,92,,76,152,,,39.3,,115.5,,,,,,,76,2.9,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,D8404/552000,4,280,0.69,0.83,3.89,0.27,3.03,0.04,57.8,5.75,,0.06,2.6,6.1,2.4,5,,,,,,,92,150,,,,,92,,84,210,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R1904/613001,4,1000,1.61,2.02,8.03,0.002,2.7,0.02,3.8,0.23,,0.11,0.18,1.4,0.1,1.6,,,,,,,87,40,,,,,87,,19,42,,,,,39,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R2004/602000,4,675,1.01,1.51,3.01,0.01,2.8,0.02,3.8,0.22,,0.25,0.3,1.3,0.4,1.6,,,,,,,86,50,50,,,,86,,,56,,,29.3,,,,,,,,4,19,1.8,,2.5,22,,,,55.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R2604/832000,4,500,0.44,0.52,2.77,0.01,2.9,0.02,5.4,0.3,,0.34,0.34,2.3,0.2,1.6,,,,,,,90,100,100,,,,90,,26,104,,,31.7,,,,,,,,,26,2.2,,2.5,26,25,,,59.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R2604/833000,4,440,0.38,0.46,2.18,0.02,2.9,0.02,5.4,0.3,,0.44,0.38,2.3,0.2,1.6,,,,,,,92,100,100,,,,92,,26,104,,,60.2,,72,,,,,,,26,2,,2.5,26,,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,r2904_7000-05,4,520,0.33,0.38,2.9,0.01,3,0.01,5.6,0.3,,0.31,0.34,2.8,0.2,1.6,,,,,,,94.5,160,160,,,,94.5,,26,104,,,30.9,,,,,,,,,26,2.1,,2.5,26,,,,103.8,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R2904/700000,4,520,0.33,0.38,2.9,0.01,3,0.01,5.6,0.3,,0.31,0.34,2.8,0.2,1.6,,,,,,,94.5,160,160,,,,94.5,,26,104,,,30.9,,,,,,,,,26,2.1,,2.5,26,,,,103.8,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R2904/700009,4,520,0.33,0.38,2.9,0.01,3,0.01,5.6,0.3,,0.31,0.34,2.8,0.2,1.6,,,,,,,94.5,160,,,,,94.5,,26,104,,,,,75,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R3004/602000,4,625,1.14,1.43,5.73,0.01,3,0.02,5.6,0.35,,0.19,0.24,1.7,0.2,1.6,,,,,,,87.4,50,130,,,,87.4,,,62,,,21.5,,,,,,,,4,26,2.1,,2.5,26,,,,61.9,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R3004/602005,4,630,0.86,1.15,3.42,0.01,3.8,0.02,5.6,0.59,,0.11,0.68,2.4,0.25,1.6,,,,,,,90,,,,,,90,,26,62,,,,,50,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R3004/602006,4,625,1.14,1.43,5.73,0.01,3,0.02,5.6,0.35,,0.19,0.24,1.7,0.2,1.6,,,,,,,87.5,40,,,,,87.5,,26,62,,,,,50,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R3004/602010,4,420,0.74,1.03,2.57,0.02,3,0.02,5.6,0.35,,0.41,0.36,1.7,0.2,1.6,,,,,,,87.4,50,130,,,,87.4,,,62,,,55.4,,,,,,,,4,26,2.1,,2.5,26,,,,61.9,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,R3004/662000,4,520,0.48,0.56,3.27,0.01,3,0.03,5.6,0.3,,0.31,0.3,2.3,0.2,1.6,,,,,,,90.4,90,90,,,,90.4,,26,104,,,30,,,,,,,,,26,2,,2.5,26,,,,104,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,Scan Speak 12 M 4631 G Revelator - 4 Ohm,4,75,0.33,0.35,5.57,2.3,3.2,0.22,49,6.5,,0.69,,5.3,7,,,,,,,,89,,40,,,,,,,,,,48.4,,92,,,,,,28,38,10,,4,,,,,115.5,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,XT25BG60-04,4,589,0.32,0.43,1.31,0.02,2.99,0.01,8.2,0.4,,0.2034,,3.07,0.1,,,,,,,,88.6,100,,,,1,88.6,,,104,,,,,74,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan-Speak,XT25TG30-04,4,436,0.44,0.54,2.5,0.04,3,0.01,8.2,0.4,,0.3665,,2.36,0.5,,,,,,,,87.2,110,,,,1,87.2,,,104,,,,,74,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W3-1876S,4,55,0.43,0.5,3.17,0.88,3.6,0.19,27,9.98,9.9,0.738,,5.28,5,,13.5,,,,,,76,15,,,,,,,76,,,,65.8,,,84,,6,,,,,,,,59,,,,93.1,65.8,,,,,,,,,,,,,,,,,,,,,
Tang Band,W3-2141,8,75,0.39,0.46,2.51,3.284754204672,6.5,0.02,32.09,1.996,,2.25,,3.64,0.5,,,,,,,,,,,,,,,,88.9,92.075,,,57.15,,74.168,,,4,,,,20.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W3-881SJF,8,100,0.39,0.41,6.44,1.982179261,6.6,0.081,32,2,,1.32,,4.47,0.5,,,,,,,,85,15,,3,,88,,,76.2,,,,,,,,,,,,,20.4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W4-1320SIF,8,75,0.36,0.42,2.52,5.09703238656,6.3,0.02,57,3.99,,1.13,,5.31,3,,,,,,,,88,,,,,88,,,101.6,125.476,,,82.296,,94.996,,,4,,,,25.4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W4-1337SDF,8,70,0.34,0.4,2.04,5.663369318,6.3,0.03,57,3.99,,1.21,,5.32,2.5,,,,,,,,89,25,,4,,89,,,101.6,,,,,,,,,,,,,25.4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W4-1720,4,60,0.42,0.51,2.33,5.946537784,3.8,0.04,57,5,,0.13,,3.82,5,,,,,,,,,30,,4,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W4-2414,8,65,0.4,0.47,2.77,3.87,6.3,0.032,52,5.06,5.06,1.007,,5.49,2.5,,,,,,,,87,25,,,,87,,,115,,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W5-1138SMF,4,45,0.49,0.57,3.56,4.813863921,3.4,0.34,94,28.81,,0.37,,7.17,9.25,,,,,,,,82,40,,,,,,,,155.956,,,93.218,,120.396,,,4,,,,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang Band,W5-1611SAF,8,60,0.44,0.52,2.8,11.69,6.3,0.023,94,5.99,5.3,1.307,,5.53,3,,28.2,,,,,,90,15,,5,,90,,,127,157,,,87.4,,131,,,4,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
